128;249;228;46;land;false;desert;1
129;168;183;173;land;false;mountain;1
130;213;119;180;land;false;forest;1
131;228;213;247;land;true;marsh;1
132;234;181;193;land;false;plains;1
133;190;131;226;land;false;mountain;1
134;244;224;238;land;false;marsh;1
135;236;133;225;land;false;marsh;1
136;200;227;215;land;false;hills;1
137;243;174;170;land;false;hills;1
138;222;146;210;land;false;mountain;1
139;164;229;238;land;false;forest;1
140;221;174;219;land;false;plains;1
141;173;251;88;land;false;hills;1
142;221;243;181;land;false;desert;1
143;166;133;224;land;true;plains;1
144;182;236;177;land;false;hills;1
145;156;167;229;land;true;hills;1
146;164;247;109;land;true;forest;1
147;219;208;197;land;true;forest;1
148;164;134;217;land;false;mountain;1
149;175;212;230;land;false;desert;1
150;184;244;119;land;false;forest;1
151;189;144;188;land;false;plains;1
152;240;152;222;land;false;mountain;1
153;186;214;199;land;false;forest;1
154;235;233;48;land;false;plains;1
155;160;202;248;land;false;desert;1
156;145;197;251;land;true;plains;1
157;78;248;181;land;false;marsh;1
158;238;101;239;land;false;hills;1
159;250;171;123;land;false;hills;1
160;195;96;218;land;false;desert;1
161;227;169;252;land;true;hills;1
162;171;163;244;land;false;forest;1
163;204;80;236;land;false;forest;1
164;157;149;213;land;false;desert;1
165;197;239;161;land;false;plains;1
166;247;217;246;land;false;hills;1
167;164;166;223;land;true;plains;1
168;213;192;134;land;true;urban;1
169;192;182;219;land;false;mountain;1
170;172;126;237;land;true;mountain;1
171;201;108;213;land;false;forest;1
172;209;147;220;land;false;mountain;1
173;205;189;207;land;false;plains;1
174;151;246;118;land;true;plains;1
175;141;230;189;land;false;hills;1
176;220;183;217;land;false;desert;1
177;242;220;170;land;false;forest;1
178;172;198;220;land;false;hills;1
179;251;116;236;land;false;mountain;1
180;247;231;156;land;true;plains;1
181;190;145;223;land;false;plains;1
182;133;137;245;land;false;forest;1
183;238;110;200;land;false;forest;1
184;243;184;135;land;false;desert;1
185;243;154;220;land;false;hills;1
186;219;241;226;land;false;plains;1
187;187;233;239;land;true;plains;1
188;217;162;215;land;false;hills;1
189;228;144;238;land;false;plains;1
190;153;189;197;land;false;mountain;1
191;185;160;204;land;false;plains;1
192;86;244;253;land;false;plains;1
193;197;197;204;land;false;desert;1
194;171;183;245;land;false;mountain;1
195;210;208;132;land;false;plains;1
196;244;188;189;land;false;forest;1
197;237;210;191;land;false;forest;1
198;180;161;179;land;false;plains;1
199;246;222;239;land;false;forest;1
200;249;187;75;land;false;forest;1
201;253;247;58;land;true;hills;1
202;156;250;156;land;false;hills;1
203;220;154;132;land;false;mountain;1
204;248;27;253;land;true;mountain;1
205;230;227;76;land;false;forest;1
206;167;186;246;land;false;desert;1
207;242;132;223;land;false;hills;1
208;238;151;233;land;true;plains;1
209;244;230;249;land;false;forest;1
210;121;237;148;land;false;plains;1
211;239;197;237;land;false;urban;1
212;239;105;179;land;false;mountain;1
213;230;228;67;land;false;mountain;1
214;111;220;220;land;false;urban;1
215;250;247;69;land;false;plains;1
216;82;244;222;land;false;hills;1
217;249;157;196;land;true;plains;1
218;191;212;164;land;false;plains;1
219;174;207;221;land;false;forest;1
220;171;231;118;land;true;forest;1
221;253;231;79;land;false;hills;1
222;222;157;172;land;true;marsh;1
223;253;233;127;land;false;desert;1
224;173;150;237;land;false;desert;1
225;225;160;215;land;false;hills;1
226;204;204;104;land;false;urban;1
227;146;197;201;land;false;desert;1
228;48;228;237;land;true;forest;1
229;123;141;254;land;false;mountain;1
230;230;170;212;land;false;hills;1
231;113;206;220;land;false;plains;1
232;159;233;137;land;false;forest;1
233;181;222;254;land;true;hills;1
234;152;198;152;land;false;forest;1
235;147;225;219;land;false;forest;1
236;252;104;223;land;false;mountain;1
237;212;237;139;land;false;forest;1
238;130;178;217;land;false;forest;1
239;73;203;230;land;false;forest;1
240;203;205;114;land;false;desert;1
241;252;163;178;land;true;desert;1
242;202;158;247;land;false;forest;1
243;118;244;252;land;false;plains;1
244;225;115;192;land;false;plains;1
245;167;183;205;land;false;plains;1
246;141;178;248;land;false;forest;1
247;215;244;185;land;true;forest;1
248;175;161;246;land;true;mountain;1
249;196;183;138;land;true;urban;1
250;136;245;249;land;true;urban;1
251;153;162;215;land;false;forest;1
252;146;220;139;land;false;forest;1
253;198;151;249;land;false;plains;1
254;194;153;233;land;true;plains;1
255;205;154;211;land;true;plains;1
256;184;182;206;land;false;forest;1
257;230;171;164;land;true;plains;1
258;189;211;230;land;false;forest;1
259;85;237;187;land;false;desert;1
260;197;129;247;land;false;mountain;1
261;228;192;167;land;true;plains;1
262;242;206;174;land;true;hills;1
263;251;177;228;land;false;mountain;1
264;139;247;127;land;true;plains;1
265;98;215;242;land;false;plains;1
266;152;181;209;land;false;plains;1
267;219;235;66;land;false;marsh;1
268;148;249;184;land;false;mountain;1
269;202;245;251;land;false;forest;1
270;182;194;250;land;false;desert;1
271;161;217;129;land;false;forest;1
272;229;126;232;land;false;marsh;1
273;228;133;168;land;false;forest;1
274;174;181;201;land;false;forest;1
275;167;239;143;land;true;desert;1
276;218;251;155;land;true;plains;1
277;185;208;111;land;false;marsh;1
278;249;90;192;land;false;plains;1
279;238;127;173;land;false;forest;1
280;245;138;150;land;true;hills;1
281;130;193;230;land;false;hills;1
282;170;152;211;land;false;plains;1
283;250;224;160;land;true;forest;1
284;204;229;232;land;false;desert;1
285;200;89;229;land;false;plains;1
286;228;191;158;land;false;marsh;1
287;228;218;175;land;false;desert;1
288;207;209;88;land;false;hills;1
289;253;194;124;land;false;forest;1
290;169;121;252;land;false;plains;1
291;231;180;127;land;false;hills;1
292;84;195;224;land;false;forest;1
293;238;183;139;land;false;plains;1
294;111;202;201;land;true;marsh;1
295;147;221;211;land;true;marsh;1
296;239;175;186;land;false;urban;1
297;91;217;253;land;false;plains;1
298;86;229;194;land;false;forest;1
299;210;201;102;land;false;urban;1
300;173;207;246;land;false;mountain;1
301;71;197;250;land;false;plains;1
302;184;125;238;land;false;hills;1
303;237;252;56;land;false;hills;1
304;164;171;243;land;false;marsh;1
305;203;202;176;land;false;marsh;1
306;207;235;110;land;false;forest;1
307;201;189;117;land;true;forest;1
308;150;216;245;land;false;forest;1
309;102;241;212;land;false;hills;1
310;240;254;235;land;false;plains;1
311;190;149;175;land;false;desert;1
312;44;221;252;land;false;plains;1
313;243;217;181;land;false;plains;1
314;241;89;230;land;false;desert;1
315;38;234;250;land;false;forest;1
316;242;46;253;land;true;hills;1
317;129;251;156;land;true;hills;1
318;110;234;202;land;true;plains;1
319;101;245;213;land;false;hills;1
320;205;162;190;land;false;hills;1
321;238;188;190;land;true;desert;1
322;166;236;190;land;false;hills;1
323;98;244;230;land;false;plains;1
324;250;205;174;land;false;mountain;1
325;171;233;198;land;false;desert;1
326;236;215;50;land;false;forest;1
327;134;222;227;land;false;mountain;1
328;183;249;127;land;true;marsh;1
329;169;248;233;land;false;forest;1
330;247;125;204;land;false;forest;1
331;173;136;219;land;true;urban;1
332;125;239;174;land;false;plains;1
333;247;52;217;land;false;forest;1
334;240;220;204;land;false;mountain;1
335;177;141;222;land;false;urban;1
336;186;251;140;land;false;mountain;1
337;53;251;237;land;false;hills;1
338;192;63;250;land;true;forest;1
339;233;194;199;land;true;hills;1
340;220;207;210;land;false;hills;1
341;244;238;99;land;false;plains;1
342;179;128;227;land;false;forest;1
343;190;147;209;land;true;desert;1
344;211;216;148;land;false;hills;1
345;173;194;236;land;false;urban;1
346;233;187;217;land;true;plains;1
347;183;79;254;land;false;plains;1
348;211;175;181;land;false;plains;1
349;225;119;206;land;true;urban;1
350;168;248;240;land;false;urban;1
351;182;244;91;land;false;hills;1
352;108;250;240;land;false;forest;1
353;132;218;225;land;false;urban;1
354;234;164;193;land;false;forest;1
355;188;247;130;land;false;hills;1
356;252;235;155;land;false;desert;1
357;230;94;196;land;false;hills;1
358;251;163;235;land;false;forest;1
359;240;158;118;land;false;forest;1
360;212;161;249;land;false;desert;1
361;76;238;230;land;false;hills;1
362;196;232;169;land;false;marsh;1
363;198;233;78;land;false;urban;1
364;228;241;112;land;true;mountain;1
365;211;234;223;land;false;marsh;1
366;231;243;156;land;true;forest;1
367;235;133;203;land;true;forest;1
368;185;240;192;land;true;forest;1
369;134;211;196;land;false;forest;1
370;252;34;218;land;false;desert;1
371;239;254;77;land;false;forest;1
372;219;152;192;land;true;forest;1
373;229;90;233;land;false;hills;1
374;170;246;91;land;false;urban;1
375;185;235;149;land;false;desert;1
376;133;231;207;land;true;plains;1
377;234;194;155;land;true;forest;1
378;239;122;176;land;false;forest;1
379;142;149;213;land;false;hills;1
380;95;205;235;land;true;mountain;1
381;236;173;135;land;true;plains;1
382;112;196;231;land;false;plains;1
383;148;181;186;land;false;mountain;1
384;244;37;248;land;true;desert;1
385;144;242;254;land;false;hills;1
386;224;244;57;land;true;urban;1
387;219;229;152;land;false;plains;1
388;247;243;181;land;false;hills;1
389;123;169;252;land;false;hills;1
390;219;121;166;land;true;plains;1
391;142;160;231;land;false;plains;1
392;236;209;251;land;false;urban;1
393;87;224;242;land;false;mountain;1
394;140;230;220;land;false;mountain;1
395;238;139;168;land;false;plains;1
396;160;135;220;land;false;hills;1
397;245;170;250;land;false;plains;1
398;78;226;223;land;false;plains;1
399;168;203;137;land;false;plains;1
400;161;166;189;land;false;hills;1
401;192;218;186;land;false;forest;1
402;148;226;172;land;false;forest;1
403;141;251;126;land;true;mountain;1
404;223;194;237;land;false;hills;1
405;33;214;254;land;false;forest;1
406;230;139;187;land;false;hills;1
407;207;98;226;land;false;plains;1
408;224;77;250;land;false;mountain;1
409;252;223;186;land;true;plains;1
410;213;196;146;land;true;forest;1
411;123;235;168;land;false;plains;1
412;237;194;81;land;true;forest;1
413;159;232;137;land;false;plains;1
414;189;87;245;land;false;urban;1
415;178;224;157;land;true;forest;1
416;251;2;253;land;false;hills;1
417;204;222;248;land;true;forest;1
418;234;238;95;land;false;desert;1
419;52;246;237;land;false;urban;1
420;138;248;230;land;false;forest;1
421;245;249;168;land;false;plains;1
422;212;194;228;land;false;plains;1
423;162;109;252;land;false;plains;1
424;223;193;230;land;false;hills;1
425;225;245;215;land;true;jungle;1
426;212;179;189;land;false;forest;1
427;218;224;106;land;false;forest;1
428;246;120;247;land;false;forest;1
429;217;228;145;land;false;hills;1
430;252;146;108;land;false;forest;1
431;99;236;251;land;false;hills;1
432;243;90;210;land;true;forest;1
433;59;230;235;land;false;mountain;1
434;218;236;163;land;false;desert;1
435;160;202;183;land;false;hills;1
436;159;137;221;land;false;urban;1
437;236;121;198;land;false;plains;1
438;159;196;176;land;false;plains;1
439;212;235;91;land;false;plains;1
440;124;235;165;land;false;hills;1
441;182;133;202;land;false;urban;1
442;212;151;225;land;false;forest;1
443;203;226;220;land;false;hills;1
444;83;198;228;land;false;plains;1
445;221;152;207;land;false;hills;1
446;240;247;134;land;false;desert;1
447;230;186;139;land;false;plains;1
448;239;230;253;land;false;mountain;1
449;137;235;233;land;false;forest;1
450;227;88;202;land;false;desert;1
451;170;225;198;land;false;mountain;1
452;250;116;241;land;false;forest;1
453;225;235;251;land;false;urban;1
454;242;213;235;land;false;desert;1
455;247;86;249;land;true;hills;1
456;81;249;178;land;false;forest;1
457;242;193;87;land;true;urban;1
458;135;226;231;land;false;plains;1
459;195;236;95;land;false;mountain;1
460;195;221;118;land;false;hills;1
461;135;205;196;land;true;mountain;1
462;122;182;227;land;false;hills;1
463;195;234;108;land;true;hills;1
464;190;157;200;land;true;hills;1
465;113;214;207;land;false;hills;1
466;218;238;168;land;false;plains;1
467;154;157;242;land;false;desert;1
468;211;128;185;land;false;forest;1
469;222;225;100;land;false;urban;1
470;201;177;187;land;false;plains;1
471;252;39;223;land;false;plains;1
472;214;64;237;land;false;hills;1
473;184;239;97;land;false;desert;1
474;150;222;159;land;false;forest;1
475;252;194;74;land;false;hills;1
476;110;193;205;land;false;mountain;1
477;174;195;220;land;false;forest;1
478;149;173;238;land;true;jungle;1
479;236;161;155;land;false;forest;1
480;162;233;131;land;false;desert;1
481;249;151;216;land;false;hills;1
482;177;193;131;land;false;urban;1
483;155;162;197;land;false;urban;1
484;221;90;218;land;true;marsh;1
485;222;111;213;land;false;marsh;1
486;236;180;120;land;false;forest;1
487;232;97;226;land;true;plains;1
488;142;250;138;land;false;plains;1
489;144;217;218;land;false;forest;1
490;234;236;227;land;false;desert;1
491;104;253;191;land;false;hills;1
492;209;154;229;land;false;urban;1
493;231;126;223;land;false;desert;1
494;132;221;152;land;false;mountain;1
495;202;198;206;land;false;plains;1
496;141;186;241;land;false;hills;1
497;251;191;82;land;false;plains;1
498;238;253;45;land;false;forest;1
499;220;34;248;land;false;forest;1
500;209;163;227;land;false;plains;1
501;244;253;81;land;false;desert;1
502;223;221;73;land;true;forest;1
503;106;249;224;land;false;plains;1
504;204;242;146;land;false;desert;1
505;169;198;209;land;false;plains;1
506;239;109;154;land;true;forest;1
507;186;110;234;land;false;desert;1
508;232;242;245;land;false;desert;1
509;157;223;241;land;false;hills;1
510;116;220;233;land;false;desert;1
511;209;164;225;land;false;plains;1
512;168;192;208;land;false;desert;1
513;225;192;179;land;true;plains;1
514;202;107;226;land;false;plains;1
515;240;178;189;land;false;forest;1
516;89;219;213;land;false;mountain;1
517;235;191;131;land;false;hills;1
518;253;81;244;land;false;hills;1
519;184;220;251;land;true;hills;1
520;173;92;246;land;false;urban;1
521;144;150;252;land;false;forest;1
522;69;237;246;land;true;hills;1
523;227;50;228;land;false;desert;1
524;211;233;143;land;false;hills;1
525;250;186;152;land;false;hills;1
526;237;203;218;land;true;desert;1
527;144;254;160;land;false;forest;1
528;115;218;227;land;false;forest;1
529;254;243;58;land;false;desert;1
530;197;118;232;land;false;hills;1
531;213;202;166;land;false;mountain;1
532;247;224;196;land;true;plains;1
533;75;254;221;land;false;plains;1
534;242;169;116;land;false;plains;1
535;147;237;220;land;false;plains;1
536;81;214;237;land;false;forest;1
537;176;214;247;land;false;forest;1
538;145;238;217;land;false;hills;1
539;244;236;64;land;false;plains;1
540;241;198;149;land;false;hills;1
541;180;217;187;land;false;mountain;1
542;141;208;162;land;false;forest;1
543;143;119;239;land;false;forest;1
544;166;234;144;land;false;urban;1
545;132;238;185;land;true;urban;1
546;118;182;209;land;false;desert;1
547;245;41;224;land;false;urban;1
548;234;196;178;land;true;hills;1
549;80;234;239;land;false;mountain;1
550;188;159;164;land;true;marsh;1
551;163;229;122;land;true;hills;1
552;131;233;177;land;true;desert;1
553;239;190;94;land;false;plains;1
554;170;220;184;land;false;desert;1
555;34;251;216;land;false;forest;1
556;138;205;221;land;true;hills;1
557;237;146;123;land;false;desert;1
558;251;189;108;land;true;forest;1
559;249;247;162;land;false;forest;1
560;211;210;207;land;true;marsh;1
561;180;237;225;land;false;forest;1
562;43;251;229;land;true;plains;1
563;199;186;158;land;false;forest;1
564;193;113;238;land;false;hills;1
565;189;190;164;land;true;urban;1
566;226;225;95;land;false;plains;1
567;130;225;233;land;false;mountain;1
568;241;203;128;land;false;forest;1
569;227;161;139;land;true;forest;1
570;191;232;172;land;false;plains;1
571;147;241;157;land;true;mountain;1
572;197;183;133;land;false;plains;1
573;198;250;181;land;false;plains;1
574;218;233;147;land;true;forest;1
575;130;237;209;land;false;desert;1
576;190;99;230;land;false;hills;1
577;251;146;144;land;true;hills;1
578;113;215;248;land;false;plains;1
579;236;228;233;land;false;mountain;1
580;181;187;228;land;false;forest;1
581;254;142;247;land;true;marsh;1
582;184;158;186;land;true;plains;1
583;227;243;217;land;false;forest;1
584;198;199;210;land;false;forest;1
585;239;229;110;land;false;desert;1
586;34;238;249;land;false;hills;1
587;203;182;137;land;false;plains;1
588;152;156;212;land;false;urban;1
589;161;223;156;land;false;desert;1
590;123;182;245;land;false;urban;1
591;181;136;185;land;false;marsh;1
592;190;172;197;land;false;plains;1
593;204;119;218;land;true;plains;1
594;254;200;134;land;false;plains;1
595;252;164;221;land;false;plains;1
596;174;166;241;land;false;forest;1
597;129;215;221;land;false;urban;1
598;115;246;166;land;false;forest;1
599;246;172;225;land;true;forest;1
600;205;179;174;land;true;urban;1
601;169;118;245;land;false;hills;1
602;223;177;206;land;false;marsh;1
603;202;88;236;land;true;plains;1
604;127;231;247;land;false;plains;1
605;143;248;120;land;true;forest;1
606;245;197;200;land;false;forest;1
607;207;167;139;land;false;forest;1
608;228;129;155;land;true;forest;1
609;231;243;171;land;false;forest;1
610;243;99;193;land;false;forest;1
611;194;246;155;land;false;forest;1
612;223;106;211;land;false;plains;1
613;212;252;51;land;false;forest;1
614;231;173;246;land;false;mountain;1
615;223;73;251;land;false;desert;1
616;213;252;105;land;false;forest;1
617;211;184;233;land;false;forest;1
618;208;249;82;land;true;forest;1
619;144;212;169;land;false;forest;1
620;162;226;162;land;true;forest;1
621;152;227;218;land;false;forest;1
622;217;49;235;land;false;plains;1
623;176;253;157;land;false;plains;1
624;235;219;250;land;false;hills;1
625;233;211;229;land;false;mountain;1
626;224;240;143;land;false;forest;1
627;101;222;219;land;false;mountain;1
628;212;229;252;land;true;desert;1
629;223;108;251;land;true;desert;1
630;160;225;151;land;false;forest;1
631;224;131;187;land;false;desert;1
632;240;202;151;land;true;plains;1
633;94;254;185;land;true;plains;1
634;115;243;155;land;false;urban;1
635;250;37;249;land;false;desert;1
636;223;221;148;land;true;urban;1
637;228;197;149;land;false;desert;1
638;171;108;252;land;false;hills;1
639;190;216;178;land;true;marsh;1
640;204;194;243;land;true;hills;1
641;171;206;201;land;false;plains;1
642;133;171;199;land;true;plains;1
643;95;209;239;land;true;plains;1
644;196;150;215;land;false;forest;1
645;239;196;209;land;false;desert;1
646;190;202;193;land;true;plains;1
647;188;236;223;land;true;hills;1
648;235;219;125;land;true;forest;1
649;204;192;125;land;false;urban;1
650;250;20;244;land;true;forest;1
651;123;174;254;land;false;forest;1
652;149;242;192;land;false;forest;1
653;139;202;164;land;true;plains;1
654;165;240;209;land;true;forest;1
655;104;196;220;land;true;desert;1
656;139;235;253;land;true;plains;1
657;249;151;104;land;false;forest;1
658;65;226;237;land;false;urban;1
659;178;151;249;land;false;forest;1
660;126;223;233;land;false;hills;1
661;221;199;93;land;false;forest;1
662;210;111;239;land;false;forest;1
663;150;185;239;land;false;hills;1
664;65;239;226;land;false;forest;1
665;133;172;235;land;true;forest;1
666;237;159;235;land;false;forest;1
667;45;248;224;land;false;forest;1
668;123;235;228;land;true;forest;1
669;252;182;94;land;false;marsh;1
670;139;149;220;land;true;hills;1
671;254;217;154;land;false;forest;1
672;235;138;206;land;false;hills;1
673;222;164;127;land;false;hills;1
674;190;191;188;land;false;hills;1
675;163;210;187;land;false;forest;1
676;176;230;156;land;true;hills;1
677;215;174;242;land;false;forest;1
678;188;221;124;land;false;desert;1
679;236;130;213;land;true;plains;1
680;248;251;168;land;false;desert;1
681;231;200;141;land;true;forest;1
682;207;137;204;land;true;forest;1
683;254;182;193;land;false;plains;1
684;150;231;160;land;false;mountain;1
685;142;230;240;land;false;plains;1
686;232;224;110;land;false;forest;1
687;123;201;221;land;false;mountain;1
688;236;139;223;land;false;hills;1
689;195;115;250;land;false;hills;1
690;127;224;209;land;false;mountain;1
691;161;198;248;land;false;mountain;1
692;145;210;159;land;false;plains;1
693;212;225;82;land;false;urban;1
694;234;54;249;land;false;desert;1
695;198;231;190;land;false;desert;1
696;229;156;192;land;false;forest;1
697;164;182;161;land;false;mountain;1
698;187;182;193;land;false;urban;1
699;178;100;254;land;false;hills;1
700;190;185;221;land;false;plains;1
701;246;201;174;land;false;plains;1
702;118;240;228;land;false;mountain;1
703;246;254;46;land;false;desert;1
704;198;185;122;land;false;forest;1
705;247;205;134;land;true;urban;1
706;193;183;180;land;false;urban;1
707;244;71;232;land;false;mountain;1
708;143;181;234;land;true;hills;1
709;212;234;208;land;false;desert;1
710;248;169;144;land;false;plains;1
711;196;170;142;land;false;forest;1
712;233;200;210;land;false;desert;1
713;251;245;7;land;true;hills;1
714;252;106;216;land;false;hills;1
715;201;183;196;land;false;mountain;1
716;206;172;125;land;false;forest;1
717;203;234;67;land;false;desert;1
718;242;111;177;land;true;desert;1
719;86;185;236;land;false;marsh;1
720;89;254;237;land;false;forest;1
721;227;197;104;land;true;mountain;1
722;110;185;223;land;false;hills;1
723;211;98;230;land;false;plains;1
724;248;233;88;land;false;plains;1
725;224;118;221;land;true;forest;1
726;214;94;221;land;false;urban;1
727;84;242;192;land;false;forest;1
728;123;229;182;land;true;plains;1
729;224;130;202;land;false;forest;1
730;181;250;247;land;false;hills;1
731;223;193;254;land;true;hills;1
732;150;220;137;land;false;forest;1
733;243;245;209;land;false;hills;1
734;207;84;250;land;false;desert;1
735;180;138;228;land;false;plains;1
736;231;229;93;land;false;forest;1
737;171;246;189;land;false;hills;1
738;234;214;81;land;false;hills;1
739;112;229;251;land;false;plains;1
740;127;125;249;land;true;forest;1
741;234;152;220;land;false;forest;1
742;236;112;246;land;false;hills;1
743;127;149;253;land;false;desert;1
744;176;207;162;land;false;desert;1
745;230;230;95;land;false;urban;1
746;194;215;143;land;false;hills;1
747;201;243;139;land;false;desert;1
748;146;248;108;land;false;forest;1
749;198;181;202;land;false;mountain;1
750;174;173;165;land;false;urban;1
751;175;196;227;land;false;mountain;1
752;188;207;214;land;false;plains;1
753;206;209;98;land;false;forest;1
754;122;189;229;land;true;hills;1
755;239;53;238;land;false;forest;1
756;242;156;130;land;false;forest;1
757;207;211;97;land;false;desert;1
758;235;159;163;land;false;plains;1
759;254;182;217;land;false;desert;1
760;252;217;87;land;false;forest;1
761;163;248;132;land;true;desert;1
762;165;181;179;land;false;plains;1
763;111;212;215;land;true;plains;1
764;232;97;178;land;false;plains;1
765;224;134;150;land;false;plains;1
766;236;182;90;land;false;hills;1
767;194;243;80;land;false;urban;1
768;189;197;193;land;true;plains;1
769;123;233;180;land;false;plains;1
770;242;110;160;land;true;forest;1
771;185;132;252;land;false;forest;1
772;114;218;184;land;false;forest;1
773;171;153;189;land;false;plains;1
774;238;154;110;land;true;desert;1
775;75;213;237;land;false;plains;1
776;161;186;202;land;true;urban;1
777;151;233;223;land;false;plains;1
778;130;133;249;land;false;plains;1
779;196;152;166;land;false;hills;1
780;193;163;161;land;false;desert;1
781;235;240;29;land;false;forest;1
782;134;186;219;land;false;plains;1
783;156;222;185;land;false;desert;1
784;216;162;151;land;false;urban;1
785;210;175;159;land;true;hills;1
786;239;222;110;land;false;hills;1
787;205;188;177;land;false;hills;1
788;230;218;227;land;false;desert;1
789;187;238;154;land;false;plains;1
790;235;251;238;land;false;plains;1
791;147;233;163;land;false;urban;1
792;239;118;217;land;false;desert;1
793;77;193;246;land;true;desert;1
794;166;247;215;land;false;forest;1
795;252;204;224;land;false;forest;1
796;233;178;132;land;false;plains;1
797;239;244;143;land;false;forest;1
798;244;205;70;land;false;forest;1
799;233;181;117;land;false;desert;1
800;168;249;246;land;false;plains;1
801;116;210;235;land;true;plains;1
802;88;246;223;land;false;desert;1
803;235;162;112;land;false;forest;1
804;206;230;168;land;false;forest;1
805;254;116;193;land;false;forest;1
806;170;249;243;land;true;hills;1
807;203;108;244;land;false;plains;1
808;246;218;132;land;false;forest;1
809;53;233;223;land;true;hills;1
810;95;246;201;land;true;forest;1
811;211;184;222;land;false;mountain;1
812;147;198;198;land;false;urban;1
813;219;244;202;land;false;mountain;1
814;31;229;246;land;false;forest;1
815;195;197;130;land;false;hills;1
816;233;173;114;land;true;forest;1
